Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
s39_aba0dead	na	In fact, the aura from your strut is so strong that it catches the attention of a modeling agent.	game/script.rpy	2159	na "[what]"
s39_c8632607	beckham	Wait! I'm a modeling agent who also likes attending high school parties hosted by yakuza. You should join my agency! You're incredible!	game/script.rpy	2162	beckham "[what]"
s39_ac351674	mc	Okay.	game/script.rpy	2164	mc normal "[what]"
s39_89d8ee7b	na	And that was how your modeling career began.	game/script.rpy	2167	na "[what]"
s39_b9431a23	na	You dropped out of high school, moved to New York, and started your legacy by modeling for Elle, Versace, and Vogue.	game/script.rpy	2169	na "[what]"
s39_916631ae	na	You became surrounded by fame and fortune, but soon it became too much.	game/script.rpy	2173	na "[what]"
s39_660ae1c4	na	Burdened by the pressure of stardom, you started looking for a way to relieve the stress.	game/script.rpy	2175	na "[what]"
s39_0c4b7197	na	You thought back to that night... that party... and how you didn't get to try that apple juice.	game/script.rpy	2178	na "[what]"
s39_3bf73058	na	Now you wanted it... you needed it... and eventually you succumbed to it.	game/script.rpy	2181	na "[what]"
s39_6709b977	na	You spent all your money on apple juice, only drank apple juice, and only cared about apple juice.	game/script.rpy	2183	na "[what]"
s39_8eddb841	na	You threw away your career, friends, and life for apple juice.	game/script.rpy	2185	na "[what]"
s39_5a51e970	na	Everything you had... became apple juice.	game/script.rpy	2187	na "[what]"
s40_2b8df978	na	The two of you leave the party and walk to a nearby park.	game/script.rpy	2194	na "[what]"
s40_1ab0d7c5	na	The air is chilly but the stars are shining clearly and brightly.	game/script.rpy	2197	na "[what]"
s40_22937caa	kyle	Let's sit down for a little bit. There's a bench over there.	game/script.rpy	2200	kyle "[what]"
s40_29dc4968	pmc	Okay!	game/script.rpy	2202	pmc ecstatic "[what]"
s40_190b8a4c	kyle	...	game/script.rpy	2208	kyle "[what]"
s40_8fd7b6f7	pmc	...	game/script.rpy	2210	pmc shy "[what]"
s40_190b8a4c_1	kyle	...	game/script.rpy	2212	kyle "[what]"
s40_2a1265ef	pmc	It's really cold out here.	game/script.rpy	2214	pmc normal "[what]"
s40_b911d430	kyle	Maybe we shouldn't have sat down.	game/script.rpy	2217	kyle "[what]"
s40_26f7d9d1	pmc	Yeah, that was kind of stupid.	game/script.rpy	2219	pmc normal "[what]"
s40_190b8a4c_2	kyle	...	game/script.rpy	2222	kyle "[what]"
s40_8fd7b6f7_1	pmc	...	game/script.rpy	2224	pmc shy "[what]"
s40_d2e78e65	kyle	Do you want my jacket?	game/script.rpy	2227	kyle "[what]"
s40_3eeb2312	pmc	No it's okay, you can keep it.	game/script.rpy	2229	pmc shy "[what]"
s40_d76da278	kyle	Oh. Uh, okay.	game/script.rpy	2232	kyle "[what]"
s40_8fd7b6f7_2	pmc	...	game/script.rpy	2234	pmc shy "[what]"
s40_190b8a4c_3	kyle	...	game/script.rpy	2236	kyle "[what]"
s40_cbcbc8ac	pmc	...	game/script.rpy	2238	pmc embarrassed "[what]"
s40_40a35e06	kyle	Have you ever wondered what the stars would say if they could talk?	game/script.rpy	2241	kyle "[what]"
s40_d02841f4	pmc	Haha, n--	game/script.rpy	2243	pmc ecstatic "[what]"
s40_7164d538	kyle	I think they'd tell us the world's secrets. Why we're here, what we're meant to become, and how we might get there.	game/script.rpy	2246	kyle "[what]"
s40_3cb30774	kyle	Sometimes I feel lost. Like I'm just falling through time with no real purpose.	game/script.rpy	2249	kyle "[what]"
s40_d492db52	kyle	But there are moments when this light reaches out to me.	game/script.rpy	2252	kyle "[what]"
s40_64bf8011	kyle	It tells me that I have something to give. That I have something to offer to this cold world.	game/script.rpy	2254	kyle "[what]"
s40_d9819978	kyle	This light tells me to keep going, keep trying, and keep living.	game/script.rpy	2256	kyle "[what]"
s40_70bf1941	kyle	And I've found [mcname], that it's when I'm with you that this light is most prevalent.	game/script.rpy	2259	kyle "[what]"
s40_781a5ec3	kyle	You're like my star, [mcname]. And that's why... I love you.	game/script.rpy	2261	kyle "[what]"
s40_d0a0e497	pmc	I...	game/script.rpy	2263	pmc shy "[what]"
s41_0a20a1ef	mc	No thanks, I can make it by myself. Nice meeting you though!	game/script.rpy	2269	mc normal "[what]"
s41_532ebb31	joe	Oh okay... I guess I'll see you later then.	game/script.rpy	2272	joe "[what]"
s41_c7518b79	na	You had to get home quick anyways. You haven't been catching up on this season's anime!	game/script.rpy	2275	na "[what]"
s41_d894149a	na	You dart out of the Hoshibucks, not even thanking him for buying your drink before leaving. Bold.	game/script.rpy	2278	na "[what]"
s42_837fc15c	mc	Sure, why not? I live just 10 minutes down the road.	game/script.rpy	2284	mc normal "[what]"
s42_9f8def19	joe	Perfect! I'm going the same direction. Come on, let's get moving!	game/script.rpy	2287	joe "[what]"
s42_06a4ccc6	na	You leave the Hoshibucks with Joe.	game/script.rpy	2290	na "[what]"
s42_606cade7	na	It almost looks like you two are going on a date, hehe!	game/script.rpy	2293	na "[what]"
s42_92b3f44b	na	Alright now, what will you talk about for maximum romance?	game/script.rpy	2295	na "[what]"
s43_735b2529	na	You sit down in front of your television to watch anime.	game/script.rpy	2310	na "[what]"
s43_eb903e27	na	For some strange reason you feel empty and alone, like there is a dark hole in your heart.	game/script.rpy	2312	na "[what]"
s43_67f01f0b	na	Maybe it's because Fanana Bish is on? You change the channel.	game/script.rpy	2314	na "[what]"
s43_d1d20675	pjmc	Ahh... that's better. Now I can go on with my day and never have to worry about romance agai- *yawn*	game/script.rpy	2316	pjmc normal "[what]"
s43_8da641b0	pjmc	Suddenly... I feel... very... sleepy.	game/script.rpy	2318	pjmc shy "[what]"
s43_4d7c0ef9	na	In the corner of your eye you see a tiny magic wand waving at you from behind the couch. Is that...	game/script.rpy	2320	na "[what]"
s43_6af40a83	riri	It's me, Riri. Don't worry Naninani, I'm just making some minor adjustments to the fabric of time.	game/script.rpy	2326	riri "[what]"
s43_64fdfb68	riri	You may have failed this time at romance, but I won't let you give up!	game/script.rpy	2329	riri "[what]"
s43_a2f1319c	pjmc	Eh?! What's going on?	game/script.rpy	2331	pjmc scared "[what]"
s44_22f79794	mc	So, do you go to Hoshibucks often?	game/script.rpy	2340	mc normal "[what]"
s44_c2726b3c	joe	Yes! In fact, I go almost every day after school! I live for Hoshibucks, haha!	game/script.rpy	2343	joe "[what]"
s44_904814ce	mc	Wow, that's cool! I like Hoshibucks, but I don't go very often because it's so expensive.	game/script.rpy	2345	mc ecstatic "[what]"
s44_a9d52082	joe	True...	game/script.rpy	2348	joe "[what]"
s44_5f029267	joe	Well, if you don't go to hoshibucks often, what do you do in your free time?	game/script.rpy	2351	joe "[what]"
s44_ba4fbbd3	mc	Well, other than studying and extracurriculars, I like going to to the beach.	game/script.rpy	2353	mc normal "[what]"
s44_457e22da	joe	Really? Me too! It's such a nice way to unwind after a long day.	game/script.rpy	2356	joe "[what]"
s44_7bd44180	na	I think this guy just wants something to do with you... he probably spends all day in Hoshibucks.	game/script.rpy	2358	na "[what]"
s44_5fbe5ae1	joe	Well, if you're ever free, we should go to the beach together.	game/script.rpy	2361	joe "[what]"
s44_d29d46f1	mc	Okay, sure! How does tomorrow sound?	game/script.rpy	2363	mc ecstatic "[what]"
s44_03a5e9bf	joe	I guess I can go one day without my caramel frappe... for [mcname]...	game/script.rpy	2366	joe "[what]"
s44_1c76958b	joe	Sounds good! I'll be looking forward to it! *wink*	game/script.rpy	2369	joe "[what]"
s45_914c2cca	mc	So, what do you like to do in your free time?	game/script.rpy	2382	mc normal "[what]"
s45_1ac44a53	joe	Well, other than going to hoshibucks, I guess I go to the beach sometimes.	game/script.rpy	2385	joe "[what]"
s45_379ade30	mc	Really? Me too! I love the beach.	game/script.rpy	2387	mc ecstatic "[what]"
s45_578b9f5b	joe	Is that so? It's such a nice way to unwind after a long day, right?	game/script.rpy	2390	joe "[what]"
s45_ce412e8e	mc	Right? The water feels so nice, especially in the summer.	game/script.rpy	2392	mc ecstatic "[what]"
s45_5fbe5ae1	joe	Well, if you're ever free, we should go to the beach together.	game/script.rpy	2395	joe "[what]"
s45_16afbfd7	na	Wow, I didn't see that coming! What a slick way to ask you out...	game/script.rpy	2397	na "[what]"
s45_d29d46f1	mc	Okay, sure! How does tomorrow sound?	game/script.rpy	2399	mc ecstatic "[what]"
s45_03a5e9bf	joe	I guess I can go one day without my caramel frappe... for [mcname]...	game/script.rpy	2402	joe "[what]"
s45_1c76958b	joe	Sounds good! I'll be looking forward to it! *wink*	game/script.rpy	2405	joe "[what]"
s46_f262b73e	na	The next day, you and Joe make plans to go to the beach together.	game/script.rpy	2420	na "[what]"
s46_585e0825	na	The way he talks to you... I think he likes you, ya know!	game/script.rpy	2422	na "[what]"
s46_b8402cf8	na	Anyways... After school, you meet up with Joe at the beach.	game/script.rpy	2424	na "[what]"
s46_3e84fa6b	joe	Hey, [mcname]! It's nice to see you again. You look good!	game/script.rpy	2427	joe "[what]"
s46_441b2b97	na	Well, that was fast.	game/script.rpy	2429	na "[what]"
s46_ee8affba	smc	Oh, thanks! Nice to see you too!	game/script.rpy	2431	smc ecstatic "[what]"
s46_6b34b5b6	beckham	Ehem, lovebirds!	game/script.rpy	2434	beckham "[what]"
s46_235e9f0c	joe	Excuse me?	game/script.rpy	2437	joe "[what]"
s46_880ec14a	beckham	Sorry to interrupt, but the currents are very strong today.	game/script.rpy	2441	beckham "[what]"
s46_0fb44546	na	This guy again?	game/script.rpy	2443	na "[what]"
s46_43cd9265	beckham	I recommend staying out of the water, for your own safety.	game/script.rpy	2445	beckham "[what]"
s46_3444a308	beckham	Rest assured, I can save you, of course, but please be careful. Have a good day at the beach!	game/script.rpy	2448	beckham "[what]"
s46_493dfe1b	joe	Oh, okay. What do you think, [mcname]? Should we still swim?	game/script.rpy	2452	joe "[what]"
s47_cd42b136	smc	Let's go swimming! That's what I came here for.	game/script.rpy	2467	smc normal "[what]"
s47_b0d70ddd	joe	Alright, as long as you're careful. I don't want you to get hurt.	game/script.rpy	2470	joe "[what]"
s47_b5a7ee2f	smc	Oh, I'll be fine! I'm more worried about you, hehe!	game/script.rpy	2472	smc ecstatic "[what]"
s47_e4a261d1	joe	Hey! I'm a great swimmer, I promise!	game/script.rpy	2475	joe "[what]"
s47_5d70fcc1	smc	If you say so!	game/script.rpy	2477	smc flirty "[what]"
s47_94be00d0	na	Enough flirting! I'm skipping to the part where you actually swim.	game/script.rpy	2479	na "[what]"
s47_644b18ee	na	Ahh, finally... but wait, is Joe okay?	game/script.rpy	2484	na "[what]"
s47_97b91399	joe	Hey, I can't touch the ground here! I'm getting pulled out! Someone save me!!!	game/script.rpy	2487	joe "[what]" with hpunch
s47_47de67d8	joe	I'll admit it, I don't go to the beach very often! I prefer caramel frappes, okay!? *crying*	game/script.rpy	2489	joe "[what]"
s48_2b8c4dde	smc	Maybe we should just take a walk on the beach for today.	game/script.rpy	2504	smc normal "[what]"
s48_ea10a5a7	joe	Okay, sounds good. I'd love to take a walk together.	game/script.rpy	2507	joe "[what]"
s48_feba743c	smc	We'll have other opportunities to go swimming together anyways...	game/script.rpy	2510	smc embarrassed "[what]"
s48_10ee0601	na	Aww, look at you two!	game/script.rpy	2512	na "[what]"
s48_7cb5346d	na	You take a nice walk and talk about various things, from hoshibucks, to school, to more hoshibucks, and eventually...	game/script.rpy	2515	na "[what]"
s48_e2fc195c	joe	You know, name, there's something I should tell you...	game/script.rpy	2518	joe "[what]"
s48_1fe1ae1b	smc	Yes?	game/script.rpy	2520	smc shy "[what]"
s48_c49e9e0e	joe	Ever since I saw you in hoshibucks, I've thought you are the most beautiful person I've ever seen.	game/script.rpy	2522	joe "[what]"
s48_6050bcda	joe	Maybe even more beautiful than a caramel frappe...	game/script.rpy	2526	joe "[what]"
s48_049f901d	joe	But, anyways, I want you to know that...	game/script.rpy	2529	joe "[what]"
s48_c2fe8ffa	joe	I think... I love you.	game/script.rpy	2532	joe "[what]"
s48_010a7f9d	na	How adorable.	game/script.rpy	2534	na "[what]"
s48_5f2b0ab7	smc	Joe... I think I love you too.	game/script.rpy	2536	smc shy "[what]"
s48_df3ed533	joe	You've lightened up my life since we met...	game/script.rpy	2539	joe "[what]"
s48_e0e86498	na	As in yesterday?	game/script.rpy	2541	na "[what]"
s48_fb2cb771	joe	And I want you to be the light in my life forever.	game/script.rpy	2544	joe "[what]"
s48_414c5a5b	smc	I can do that...	game/script.rpy	2547	smc flirty "[what]"
s48_90df4731	na	Aww, what a cute couple you make. Good job [mcname]!	game/script.rpy	2549	na "[what]"
s49_a0e7fd07	na	You wave your arms until the lifeguard notices Joe struggling.	game/script.rpy	2556	na "[what]"
s49_da57b2f6	na	He rushes out to save Joe!	game/script.rpy	2558	na "[what]"
s49_fa2158f5	na	He doesn't seem to be paying attention to you though...	game/script.rpy	2560	na "[what]"
s49_a8534a17	na	You manage to make it to shore safely, and see the lifeguard performing CPR on an unconscious Joe.	game/script.rpy	2563	na "[what]"
s49_8694cc8c	smc	I've never seen someone perform CPR, but doesn't that seem a little... much?	game/script.rpy	2565	smc shy "[what]"
s49_28da9902	na	Joe gasps and opens his eyes. He seems weirdly... happy to see the lifeguard above him.	game/script.rpy	2567	na "[what]"
s49_b1e68450	joe	Thank you, you saved my life! I'll... do anything to repay you~	game/script.rpy	2570	joe "[what]"
s49_1fd438b5	na	Joe and the lifeguard stare into each other's eyes for what seems like minutes...	game/script.rpy	2572	na "[what]"
s49_aa0886f3	na	Something is definitely off.	game/script.rpy	2574	na "[what]"
s49_a9edb79a	beckham	Well, there's only one thing I want...	game/script.rpy	2578	beckham "[what]"
s49_20e19527	joe	What? I'll do anything!	game/script.rpy	2580	joe "[what]"
s49_a229fdd8	beckham	All I want right now... is you.	game/script.rpy	2583	beckham "[what]"
s49_ecd93ee4	na	The two close their eyes and engage in a long, drawn out kiss.	game/script.rpy	2587	na "[what]"
s49_d5096bf5	na	Wow... really long... seriously, are they just trying to rub it in?	game/script.rpy	2589	na "[what]"
s49_aa55b1e6	na	You sit there, utterly shocked. Really, is there anything else you can do?	game/script.rpy	2591	na "[what]"
s49_f27a6f09	smc	Is this what I get for not saving you, Joe?	game/script.rpy	2593	smc normal "[what]"
s49_634480c8	joe	I'm sorry, [mcname]...	game/script.rpy	2596	joe "[what]"
s49_8ee3b768	na	Well, that's that, I suppose...	game/script.rpy	2598	na "[what]"
s50_12560426	smc	Don't worry Joe, I'll save you!	game/script.rpy	2604	smc scared "[what]"
s50_eff60fe9	na	Despite your best efforts, you end up both getting swept away by the current.	game/script.rpy	2606	na "[what]"
s50_dc40f268	joe	I'm so sorry, [mcname]. This is all my fault...	game/script.rpy	2610	joe "[what]"
s50_f0bf6383	smc	It's okay... I don't want to live if it's without you.	game/script.rpy	2612	smc sad "[what]"
s50_ec4f6287	na	How romantic.	game/script.rpy	2614	na "[what]"
s50_07da3de5	joe	[mcname]	game/script.rpy	2617	joe "[what]"
s50_73c8d671	smc	...?	game/script.rpy	2619	smc shy "[what]"
s50_af7a5978	joe	I... love you.	game/script.rpy	2622	joe "[what]"
s50_7db80080	joe	I need you. You are the light in my darkness, the sand on my beach, and...	game/script.rpy	2625	joe "[what]"
s50_d62d5f0f	joe	The caramel crunch whipped cream on my caramel frappe.	game/script.rpy	2628	joe "[what]"
s50_7468493e	joe	You are everything to me, [mcname].	game/script.rpy	2631	joe "[what]"
s50_d208fd4a	na	Wow, this guy really has a way with words.	game/script.rpy	2633	na "[what]"
s50_0ed84ee3	na	But, before, you can respond, you are knocked unconscious by a huge wave.	game/script.rpy	2636	na "[what]" with hpunch
s50_a93a03ba	na	Is this how you die?	game/script.rpy	2639	na "[what]"
s50_0c7f2035	na	...	game/script.rpy	2641	na "[what]"
s50_8c6f1090	na	Just kidding. You wake up on a deserted island with Joe laying by your side.	game/script.rpy	2643	na "[what]"
s50_d19f5ba7	joe	[mcname]! You're awake! I got this coconut for you. Please, drink from it!	game/script.rpy	2649	joe "[what]"
s50_9fbf2ae9	joe	Apparently, Hoshibuck's pink drinks are made with coconut milk, so I thought it must help.	game/script.rpy	2652	joe "[what]"
s50_4d293872	na	You can feel your burnt skin and pain all over your body, but the coconut does help.	game/script.rpy	2654	na "[what]"
s50_8f9f982f	smc	Thank you, I feel much better. Where are we?	game/script.rpy	2656	smc shy "[what]"
s50_d9eefd36	joe	It's been a few hours since we washed up on this island. I don't know if anyone will ever come for us.	game/script.rpy	2659	joe "[what]"
s50_11c93aca	smc	Oh... well, we have each other, don't we?	game/script.rpy	2661	smc flirty "[what]"
s50_6f3217a0	na	You take Joe's hand and look into his eyes.	game/script.rpy	2663	na "[what]"
s50_17ea3d7a	joe	Maybe, if I have you by my side everyday, I can live without hoshibucks.	game/script.rpy	2666	joe "[what]"
s50_bcf28d52	smc	Aw, Joe...	game/script.rpy	2668	smc flirty "[what]"
s50_ac51e9f9	na	*sigh* There he goes again.	game/script.rpy	2670	na "[what]"
s50_c3e976b5	na	You live the rest of your lives together, surviving on the island and its natural resources.	game/script.rpy	2673	na "[what]"
s50_59de7228	na	What a happy ending...	game/script.rpy	2675	na "[what]"
s51_6b986984	na	You arrive at your English class. You could have had something fun, like Japanese. But English?	game/script.rpy	2684	na "[what]"
s51_381c2c82	na	You take a seat and get ready to listen to the teacher's lecture.	game/script.rpy	2687	na "[what]"
s51_7eda639a	na	Right when they start talking, you start feeling very tired. Perhaps a nap wouldn't be too bad...	game/script.rpy	2689	na "[what]"
s51_122bdcb2	na	You fall into a deep slumber, and dream of a high school life where you are the main character.	game/script.rpy	2691	na "[what]"
s51_43b6c9ef	na	As you walk to the front gates of the school in your dreams, you notice four ikemens waving at you from one of the classrooms. They seem to be trying to say something.	game/script.rpy	2697	na "[what]"
s51_c84fb2e7	mi	Heeeeey!!!	game/script.rpy	2699	mi "[what]"
s51_43725019	na	Heyyy...	game/script.rpy	2702	na "[what]"
s51_b171787b	teacher_e	Hey, [mcname]!	game/script.rpy	2705	teacher_e "[what]" with hpunch
s51_b23c3e05	na	Suddenly, you feel a sharp pain on your forehead. A piece of chalk then drops onto your desk.	game/script.rpy	2710	na "[what]"
s51_4be3b607	teacher_e	Would you like to come up to the board and answer the question?	game/script.rpy	2713	teacher_e "[what]"
s51_0d58f82e	mc	Uhhh... What question?	game/script.rpy	2715	mc shy "[what]"
s51_e939a888	teacher_e	*sigh*... I have it written right here. What is "[quizWord]" in Japanese?	game/script.rpy	2718	teacher_e "[what]"
s52_073090eb	na	Going to class won't get you into college! Instead, you go to the student council office to do something useful instead of rotting in class.	game/script.rpy	2744	na "[what]"
s52_f4dc1e81	na	You look around and see a well dressed and quite handsome student sitting in an important looking chair.	game/script.rpy	2747	na "[what]"
s52_a7df314d	mc	He must be the leader of the student council! I should ask him about signing up!	game/script.rpy	2749	mc ecstatic "[what]"
s52_ca3f1d5c	mc	Excuse me, sir?	game/script.rpy	2751	mc shy "[what]"
s52_248c92be	na	The student looks up with a puzzled expression on his face.	game/script.rpy	2753	na "[what]"
s52_66bd943c	jt	Me? Wow, sir is a new one... Do I really look that good?	game/script.rpy	2756	jt "[what]"
s52_2c9f5b81	mc	Oh, you're just well dressed is all...	game/script.rpy	2758	mc embarrassed "[what]"
s52_0eecf517	jt	Anyways, what do you need?	game/script.rpy	2761	jt "[what]"
s52_0f8d4e0e	mc	Well, I saw the poster looking for people to join the student council, and I decided to check it out. Can I sign up?	game/script.rpy	2763	mc normal "[what]"
s52_10ae9e24	jt	Of course! I'd be delighted to have you on our student council team. My name is Yutaka Yanai, nice to meet you!	game/script.rpy	2769	jt "[what]"
s52_ab45bc61	na	Yutaka pulls out a book's worth of papers from his cabinet.	game/script.rpy	2771	na "[what]"
s52_0444a243	jt	All you have to do is sign all these documents, and then you can get started.	game/script.rpy	2774	jt "[what]"
s52_a7d1141a	mc	Oh wow, alright.	game/script.rpy	2776	mc scared "[what]"
s52_11af90bd	na	It takes the whole school day, but you eventually finish filling out all the documents.	game/script.rpy	2779	na "[what]"
s52_379e3d64	jt	Oh, right! Please make sure to read the documents thoroughly because the student council will have complete ownership of your loved ones, prized possessions, free time, and soul... nothing too much.	game/script.rpy	2781	jt "[what]"
s52_79e11b9d	na	Oh...uh... Well it's too late to turn back now.	game/script.rpy	2783	na "[what]"
s52_d09a6a5a	na	When you are finally done, you hand them all back to Yutaka.	game/script.rpy	2785	na "[what]"
s52_6cec614f	jt	Congratulations! You are now an official member of the student council. I'm excited to work together~	game/script.rpy	2788	jt "[what]"
s52_828c98ed	mc	Thank you! I'll do my best!	game/script.rpy	2790	mc ecstatic "[what]"
s52_a87d9ba2	na	Suddenly, the door opens and a mouse-like girl enters the room.	game/script.rpy	2792	na "[what]"
s52_da7274d2	mio	P-please excuse the intrusion!	game/script.rpy	2796	mio "[what]"
s52_827c3124	jt	Ah! Mio, please meet our newest member, [mcname].	game/script.rpy	2801	jt "[what]"
s52_a59674ce	na	Upon seeing you Mio freezes up, but then quickly nods an awkward smile.	game/script.rpy	2803	na "[what]"
s52_bb35a96e	mio	H-hello! I'm Mio...	game/script.rpy	2806	mio "[what]"
s52_bd3643fd	mc	I'm [mcname]! I look forward to working with you.	game/script.rpy	2808	mc normal "[what]"
s52_3c491023	jt	It's a little embarrassing, but up until now it's been just Mio and I... most of the student council graduated last year.	game/script.rpy	2811	jt "[what]"
s52_6a505d10	jt	Mio's a hard worker though! Isn't that right Mio?	game/script.rpy	2814	jt "[what]"
s52_8bf96e4d	mio	Yeah...	game/script.rpy	2817	mio "[what]"
s52_a886208d	jt	Hey! Why don't the two of you take a walk around the campus? Mio can show you our daily patrol routines and responsibilities-- plus you can hang a few posters while you're at it.	game/script.rpy	2820	jt "[what]"
s52_ef585a91	na	Walking behind his desk, Yutaka shuffles through a drawer and grabs a stack of hand-painted posters.	game/script.rpy	2822	na "[what]"
s52_3f6ad659	na	As he gently drops them into your hands, you notice they advertise an upcoming student council election.	game/script.rpy	2824	na "[what]"
s52_3a8577b1	jt	Hopefully we'll get a bit more busy soon.	game/script.rpy	2827	jt "[what]"
s53_4c2270d7	na	You have no idea what you're doing as you scribble a random vocabulary word you remember onto the board.	game/script.rpy	2833	na "[what]"
s53_aea58482	teacher_e	No... not quite, [mcname]. Maybe studying in the library will help you out.	game/script.rpy	2836	teacher_e "[what]"
s53_1649f021	teacher_e	You'll need someone to help you on the English project we will have too. Details will be posted online.	game/script.rpy	2839	teacher_e "[what]"
s53_7fb6cc66	na	Well that's embarrassing. After getting laughed at by the entire class, you decide to go to the library to work on your English skills.	game/script.rpy	2842	na "[what]"
s53_6e641215	na	As you are about to enter the library, you notice a flier posted next to the door.	game/script.rpy	2845	na "[what]"
s53_d638d33a	na	"Come over to my house at address here if you need help with English words like "[quizWord]" and English project work. -Haruka Kiyama".	game/script.rpy	2851	na "[what]"
s53_54dc56f4	na	Huh, that sounds exactly like what you need! Maybe a little too exactly...	game/script.rpy	2853	na "[what]"
s53_ffbfe14f	na	Pshh... Let's be realistic here! It's just a coincidence!	game/script.rpy	2855	na "[what]"
s54_3d233560	na	You swiftly write the answer up on the chalkboard.	game/script.rpy	2870	na "[what]"
s54_eec121cf	teacher_e	That's correct [mcname], good job. It wouldn't look good if you got that wrong, that was one of the easier ones.	game/script.rpy	2873	teacher_e "[what]"
s54_54fd71e7	na	You proudly walk back to your seat and listen to the rest of the lesson.	game/script.rpy	2875	na "[what]"
s54_2a7e2710	teacher_e	Alright everyone, we are going to be starting an English project using the vocabulary we learned. Please get with a partner and make a video by this Friday.	game/script.rpy	2878	teacher_e "[what]"
s54_9b8ae926	na	You instantly realize that getting with a partner brings up a big issue...	game/script.rpy	2881	na "[what]"
s54_94844d7f	na	...you have no friends.	game/script.rpy	2883	na "[what]"
s54_bc7980b3	na	You notice someone sitting in the back of the classroom.	game/script.rpy	2885	na "[what]"
s54_795709c4	na	I think their name was... Haruka?	game/script.rpy	2887	na "[what]"
s54_e40483e5	na	Wanna try grouping with them?	game/script.rpy	2889	na "[what]"
s55_78b854fb	na	You're gonna have to group with somebody...	game/script.rpy	2901	na "[what]"
s55_ec092532	na	Hey, look, someone's walking up to you!	game/script.rpy	2903	na "[what]"
s55_908f5796	jt	Hey cutie, I'm Yutaka. Why don't we work together? It seems like everyone is already paired up.	game/script.rpy	2910	jt "[what]"
s55_90820c5f	na	It most definitely does not seem like everyone is paired up... in fact you're getting stared down quite intently by a group of slightly scary girls.	game/script.rpy	2912	na "[what]"
s55_ab5061ee	na	You take a second look at Yutaka. He has a kind and princely appearance yet there's a slight snobbishness about him. Or maybe it's tiredness?	game/script.rpy	2914	na "[what]"
s55_c721c06f	na	You wouldn't be surprised if this was his last-ditch attempt at "escaping" a certain group of girls.	game/script.rpy	2916	na "[what]"
s55_a171fc4e	na	Either way, you don't have much to lose... probably.	game/script.rpy	2918	na "[what]"
s55_a7c98658	mc	Oh, sure-- I'm [mcname]! What should we do for the skit?	game/script.rpy	2920	mc normal "[what]"
s55_d689609c	jt	I don't have any ideas right now... want to come over to my place after school and we can decide then?	game/script.rpy	2923	jt "[what]"
s55_1c30b9de	mc	Oh, okay!	game/script.rpy	2925	mc ecstatic "[what]"
s55_6fc6b4a4	jt	Alright, it's settled then! Meet me at my house after school to work on it.	game/script.rpy	2928	jt "[what]"
s55_d34d9820	na	That afternoon, you head over to Yutaka's house.	game/script.rpy	2933	na "[what]"
s55_e99d1fb5	na	Well, more like Yutaka's castle. This place is massive!	game/script.rpy	2935	na "[what]"
s55_db11664b	jt	Hey [mcname], welcome in! Make yourself at home.	game/script.rpy	2938	jt "[what]"
s55_3d71d9b5	jt	So, do you have any ideas?	game/script.rpy	2941	jt "[what]"
s55_09582d61	mc	For the genre, let's do a...	game/script.rpy	2944	mc shy "[what]" nointeract
s55_eb25456d	mc	And we can film at...	game/script.rpy	2952	mc shy "[what]" nointeract
s55_bfb84450	mc	And the actors can be Yutaka and...	game/script.rpy	2960	mc shy "[what]" nointeract
s55_f3fbf562	mc	We'll make the film's underlying message about...	game/script.rpy	2968	mc ecstatic "[what]" nointeract
s55_83db2bad	mc	And the background music can be...	game/script.rpy	2976	mc ecstatic "[what]" nointeract
s55_fa5a750b	mc	Finally, we'll edit it with...	game/script.rpy	2984	mc normal "[what]" nointeract
s55_aad7b61a	jt	Alright, sounds good! Let's do it!	game/script.rpy	2993	jt "[what]"
s55_e97b2b7a	na	You spend hours with Yutaka, and eventually finish the project.	game/script.rpy	2996	na "[what]"
s55_54e3bd70	jt	Whew! That's the last scene!	game/script.rpy	2999	jt "[what]"
s55_d17e86a9	mc	Yes! We did it!	game/script.rpy	3001	mc ecstatic "[what]"
s55_ee62a37f	jt	Well, I guess you should start heading back soon...	game/script.rpy	3004	jt "[what]"
s55_96a56035	jt	It was... really fun to work together.	game/script.rpy	3007	jt "[what]"
s55_4a2c9933	jt	I feel like I really got to know you today, cutie.	game/script.rpy	3010	jt "[what]"
s55_7ae9d458	jt	I appreciate it.	game/script.rpy	3013	jt "[what]"
s55_6507147f	mc	Yeah! I had a lot of fun too. Well, see you tomorrow!	game/script.rpy	3015	mc ecstatic "[what]"
s55_bef8ed8c	na	Well, although Yutaka initially presents as snobby, he really is nice on the inside.	game/script.rpy	3018	na "[what]"
s55_c8dce907	na	And it seems like he really cares about you... hehe!	game/script.rpy	3020	na "[what]"
s55_991a7aff	na	Ahem, anyways, the next day in class...	game/script.rpy	3022	na "[what]"
s56_799b4ed2	na	You walk up to the student's desk.	game/script.rpy	3031	na "[what]"
s56_dad12391	mc	Hey, do you have anyone to group with?	game/script.rpy	3038	mc normal "[what]"
s56_fe7562fe	maryam	N-no!	game/script.rpy	3041	maryam "[what]"
s56_86ae8850	mc	Would you like to work together on this project?	game/script.rpy	3043	mc ecstatic "[what]"
s56_df87ee42	maryam	S-Sure!	game/script.rpy	3046	maryam "[what]"
